ref_id,marferret_name,tax_id,lineage.v1,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file,source_name,addnl_id,source_reference,source_link,source_filename
66,Phaeocystis_globosa,33658,haptophyte,TSA,RCC,2020,RCC-METDB_00329-phaeocystis-globosa-rikz-graves-paired.fasta,nt,121626,RCC-METDB_00329-phaeocystis-globosa-rikz-graves-paired.6tr.bf1.fasta,729756,RCC-METDB_00329-phaeocystis-globosa-rikz-graves-paired.6tr.PFAM34.0.domtblout.tab,Phaeocystis globosa RCC739,RIKZ-Graves,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/310/,
67,Phaeocystis_rex_RA-2015b,1631190,haptophyte,TSA,RCC,2020,RCC-METDB_00330-phaeocystis-rex-he001206-d2-b1-paired.fasta,nt,117315,RCC-METDB_00330-phaeocystis-rex-he001206-d2-b1-paired.6tr.bf1.fasta,703890,RCC-METDB_00330-phaeocystis-rex-he001206-d2-b1-paired.6tr.PFAM34.0.domtblout.tab,Phaeocystis rex RCC678,He001206-D2-B1,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/311/,
68,Phaeocystis_globosa,33658,haptophyte,TSA,RCC,2020,RCC-METDB_00334-phaeocystis-sp-nies1396-paired.fasta,nt,111156,RCC-METDB_00334-phaeocystis-sp-nies1396-paired.6tr.bf1.fasta,666936,RCC-METDB_00334-phaeocystis-sp-nies1396-paired.6tr.PFAM34.0.domtblout.tab,Phaeocystis sp RCC3537,NIES1396,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/315/,
69,Phaeocystis_sp_RCC851,464232,haptophyte,TSA,RCC,2020,RCC-METDB_00335-phaeocystis-sp-biosope202-paired.fasta,nt,145499,RCC-METDB_00335-phaeocystis-sp-biosope202-paired.6tr.bf1.fasta,872994,RCC-METDB_00335-phaeocystis-sp-biosope202-paired.6tr.PFAM34.0.domtblout.tab,Phaeocystis sp RCC851,Biosope_202,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/316/,
70,Phaeocystis_sp_RCC935,464238,haptophyte,TSA,RCC,2020,RCC-METDB_00336-phaeocystis-sp-biosope219fl2-3-paired.fasta,nt,76231,RCC-METDB_00336-phaeocystis-sp-biosope219fl2-3-paired.6tr.bf1.fasta,457386,RCC-METDB_00336-phaeocystis-sp-biosope219fl2-3-paired.6tr.PFAM34.0.domtblout.tab,Phaeocystis sp RCC935,Biosope_219_FL2-3,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/317/,
71,Pleurosigma_sp_RCC3090,1764931,diatom,TSA,RCC,2020,RCC-METDB_00346-pleurosigma-sp-ra120910p1b3-paired.fasta,nt,104593,RCC-METDB_00346-pleurosigma-sp-ra120910p1b3-paired.6tr.bf1.fasta,627558,RCC-METDB_00346-pleurosigma-sp-ra120910p1b3-paired.6tr.PFAM34.0.domtblout.tab,Pleurosigma sp RCC3090,RA120910 P1B3,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/326/,
72,Thalassiosira_bioculata,1048533,diatom,TSA,RCC,2020,RCC-METDB_00408-shionodiscus-bioculatus-malinaft99.3pg3bis-paired.fasta,nt,73450,RCC-METDB_00408-shionodiscus-bioculatus-malinaft99.3pg3bis-paired.6tr.bf1.fasta,440700,RCC-METDB_00408-shionodiscus-bioculatus-malinaft99.3pg3bis-paired.PFAM34.0.domtblout.tab,Shionodiscus bioculatus RCC1991,MALINA FT99.3 PG3bis,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/387/,
73,Synedra_sp_RCC2510,1764925,diatom,TSA,RCC,2020,RCC-METDB_00442-synedra-sp-malinas93p44.d11-paired.fasta,nt,38813,RCC-METDB_00442-synedra-sp-malinas93p44.d11-paired.6tr.bf1.fasta,232878,RCC-METDB_00442-synedra-sp-malinas93p44.d11-paired.PFAM34.0.domtblout.tab,Synedra sp RCC2510,MALINA S93 P44.D11,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/421/,
74,Triparma_pacifica,91992,ochrophyte,TSA,RCC,2020,RCC-METDB_00475-triparma-pacifica-oli94sch-paired.fasta,nt,42880,RCC-METDB_00475-triparma-pacifica-oli94sch-paired.6tr.bf1.fasta,257280,RCC-METDB_00475-triparma-pacifica-oli94sch-paired.6tr.PFAM34.0.domtblout.tab,Triparma pacifica RCC216,OLI 94 SCH,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/452/,
75,Triparma_pacifica,91992,ochrophyte,TSA,RCC,2020,RCC-METDB_00476-triparma-pacifica-min129-20maa-paired.fasta,nt,43658,RCC-METDB_00476-triparma-pacifica-min129-20maa-paired.6tr.bf1.fasta,261948,RCC-METDB_00476-triparma-pacifica-min129-20maa-paired.6tr.PFAM34.0.domtblout.tab,Triparma pacifica RCC238,MIN 129-20m Aa,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/453/,
76,Amoebophrya_sp_AT5_2,1775427,dinoflagellate,genome,JGI-Phycocosm,2019,Amoce1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,32250,Amoce1_GeneCatalog_proteins_20200805.aa.fasta,19925,Amoce1_GeneCatalog_proteins_20200805.PFAM34.0.domtblout.tab,Amoebophrya ceratii AT5.2,,"John U et al., 2019",https://phycocosm.jgi.doe.gov/Amoce1/Amoce1.home.html,
77,Aplanochytrium_kerguelense_PBS07,702273,stramenopile,genome,JGI-Phycocosm,2013,Aplke1_GeneCatalog_proteins_20121220.aa.fasta.gz,aa,46597,Aplke1_GeneCatalog_proteins_20121220.aa.fasta,11892,Aplke1_GeneCatalog_proteins_20121220.PFAM34.0.domtblout.tab,Aplanochytrium kerguelense PBS07 v1.0,,hold-unpublished,,
78,Aurantiochytrium_limacinum,717989,stramenopile,genome,JGI-Phycocosm,2012,Aurli1_GeneCatalog_proteins_20120618.aa.fasta.gz,aa,103290,Aurli1_GeneCatalog_proteins_20120618.aa.fasta,14859,Aurli1_GeneCatalog_proteins_20120618.PFAM34.0.domtblout.tab,Aurantiochytrium limacinum ATCC MYA-1381,,hold-unpublished,,
79,Aureococcus_anophagefferens,44056,ochrophyte,genome,JGI-Phycocosm,2011,proteins.Auran1_FilteredModels3.fasta.gz,aa,162178,proteins.Auran1_FilteredModels3.fasta,11501,proteins.Auran1_FilteredModels3.PFAM34.0.domtblout.tab,Aureococcus anophagefferens clone 1984,,"Gobler CJ et al., 2011",,
80,Auxenochlorella_protothecoides_0710,1432497,chlorophyte,genome,JGI-Phycocosm,2014,Auxeprot1_GeneCatalog_proteins_20170909.aa.fasta.gz,aa,80926,Auxeprot1_GeneCatalog_proteins_20170909.aa.fasta,7013,Auxeprot1_GeneCatalog_proteins_20170909.aa.PFAM34.0.domtblout.tab,Auxenochlorella protothecoides 0710,,"Gao C et al., 2014",,
81,Auxenochlorella_protothecoides,3075,chlorophyte,genome,JGI-Phycocosm,2018,Auxpr25_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,121626,Auxpr25_1_GeneCatalog_proteins_20200805.aa.fasta,6041,Auxpr25_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Auxenochlorella protothecoides UTEX 25,,"Vogler Brian W. et al., 2018",,
82,Bathycoccus_prasinos_RCC1105,1075084,chlorophyte,genome,JGI-Phycocosm,2012,Batpra1_GeneCatalog_proteins_20180426.aa.fasta.gz,aa,117315,Batpra1_GeneCatalog_proteins_20180426.aa.fasta,7900,Batpra1_GeneCatalog_proteins_20180426.aa.PFAM34.0.domtblout.tab,Bathycoccus prasinos RCC1105,,"Moreau H et al., 2012",,
83,Bigelowiella_natans_CCMP2755,753081,rhizaria,genome,JGI-Phycocosm,2012,Bigna1_filtered_proteins.fasta.gz,aa,111156,Bigna1_filtered_proteins.fasta,21708,Bigna1_filtered_proteins.PFAM34.0.domtblout.tab,Bigelowiella natans CCMP2755,,"Curtis BA et al., 2012",,
84,Blastocystis_hominis,12968,chlorophyte,genome,JGI-Phycocosm,2011,Blahom1_GeneCatalog_proteins_20180131.aa.fasta.gz,aa,145499,Blahom1_GeneCatalog_proteins_20180131.aa.fasta,6020,Blahom1_GeneCatalog_proteins_20180131.PFAM34.0.domtblout.tab,Blastocystis hominis Singapore isolate B (sub-type 7),,"Denoeud F et al., 2011",,
85,Botryococcus_braunii_Showa,1202541,chlorophyte,genome,JGI-Phycocosm,2017,Botrbrau1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,76231,Botrbrau1_GeneCatalog_proteins_20200805.aa.fasta,23685,Botrbrau1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Botryococcus braunii Showa v2.1,,"Browne DR et al., 2017",,
86,Breviolum_minutum,2499525,dinoflagellate,genome,JGI-Phycocosm,2013,Bremi1_GeneCatalog_proteins_20200813.aa.fasta.gz,aa,104593,Bremi1_GeneCatalog_proteins_20200813.aa.fasta,47014,Bremi1_GeneCatalog_proteins_20200813.PFAM34.0.domtblout.tab,Breviolum minutum,,"Shoguchi E et al., 2013",,
87,Caulerpa_lentillifera,148947,chlorophyte,genome,JGI-Phycocosm,2019,Caulen1_GeneCatalog_proteins_20200307.aa.fasta.gz,aa,73450,Caulen1_GeneCatalog_proteins_20200307.aa.fasta,8818,Caulen1_GeneCatalog_proteins_20200307.aa.PFAM34.0.domtblout.tab,Caulerpa lentillifera,,"Arimoto A et al., 2019",,
88,Chara_braunii,69332,chlorophyte,genome,JGI-Phycocosm,2018,Chabra1_GeneCatalog_proteins_20200807.aa.fasta.gz,aa,38813,Chabra1_GeneCatalog_proteins_20200807.aa.fasta,35672,Chabra1_GeneCatalog_proteins_20200807.aa.PFAM34.0.domtblout.tab,Chara braunii S276,,"Nishiyama T et al., 2018",,
89,Chlamydomonas_eustigma,1157962,chlorophyte,genome,JGI-Phycocosm,2017,Chleu1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,42880,Chleu1_GeneCatalog_proteins_20200804.aa.fasta,14061,Chleu1_GeneCatalog_proteins_20200804.aa.PFAM34.0.domtblout.tab,Chlamydomonas eustigma NIES-2499,,"Hirooka S et al., 2017",,
90,Chlamydomonas_incerta,51695,chlorophyte,genome,JGI-Phycocosm,2021,Chlin1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,43658,Chlin1_GeneCatalog_proteins_20200804.aa.fasta,16957,Chlin1_GeneCatalog_proteins_20200804.aa.PFAM34.0.domtblout.tab,Chlamydomonas incerta SAG 7.73,,"Craig RJ et al., 2021",,
91,Chlamydomonas_reinhardtii,3055,chlorophyte,genome,JGI-Phycocosm,2007,Chlre5_6_GeneCatalog_proteins_20200117.aa.fasta.gz,aa,16403,Chlre5_6_GeneCatalog_proteins_20200117.aa.fasta,16403,Chlre5_6_GeneCatalog_proteins_20200117.aa.PFAM34.0.domtblout.tab,Chlamydomonas reinhardtii v5.6,,"Merchant SS et al., 2007",,
92,Chlamydomonas_schloesseri,2026947,chlorophyte,genome,JGI-Phycocosm,2021,Chlsc1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,16268,Chlsc1_GeneCatalog_proteins_20200804.aa.fasta,16268,Chlsc1_GeneCatalog_proteins_20200804.aa.PFAM34.0.domtblout.tab,Chlamydomonas schloesseri CCAP 11/173,,"Craig RJ et al., 2021",,
93,Chlorella_sp_A99,2041167,chlorophyte,genome,JGI-Phycocosm,2018,ChloA99_1_GeneCatalog_proteins_20200807.aa.fasta.gz,aa,8298,ChloA99_1_GeneCatalog_proteins_20200807.aa.fasta,8298,ChloA99_1_GeneCatalog_proteins_20200807.aa.PFAM34.0.domtblout.tab,Chlorella sp. A99,,"Hamada M et al., 2018",,
94,Chlorella_sorokiniana,3076,chlorophyte,genome,JGI-Phycocosm,2018,ChloDOE1412_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,12611,ChloDOE1412_1_GeneCatalog_proteins_20200805.aa.fasta,12611,ChloDOE1412_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Chlorella sorokiniana DOE1412,,"Hovde Blake T. et al., 2018",,
95,Chlorella_sorokiniana,3076,chlorophyte,genome,JGI-Phycocosm,2018,Chloso1230_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,12871,Chloso1230_1_GeneCatalog_proteins_20200805.aa.fasta,12871,Chloso1230_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Chlorella sorokiniana UTEX 1230,,"Hovde Blake T. et al., 2018",,
96,Chlorella_sorokiniana,3076,chlorophyte,genome,JGI-Phycocosm,2018,Chloso1602_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,10384,Chloso1602_1_GeneCatalog_proteins_20200805.aa.fasta,10384,Chloso1602_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Chlorella sorokiniana UTEX 1602,,"Arriola MB et al., 2018",,
97,Chlorella_sorokiniana,3076,chlorophyte,genome,JGI-Phycocosm,2018,Chloso1228_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,12169,Chloso1228_1_GeneCatalog_proteins_20200805.aa.fasta,12169,Chloso1228_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Chlorella sorokiniana str. 1228,,"Hovde Blake T. et al., 2018",,
98,Chlorella_variabilis,554065,chlorophyte,genome,JGI-Phycocosm,2010,Chlorella_NC64A.best_proteins.fasta.gz,aa,9791,Chlorella_NC64A.best_proteins.fasta,9791,Chlorella_NC64A.best_proteins.PFAM34.0.domtblout.tab,Chlorella variabilis NC64A,,"Blanc G et al., 2010",,
99,Chlorokybus_atmophyticus,3144,chlorophyte,genome,JGI-Phycocosm,2020,Chlat1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,9300,Chlat1_GeneCatalog_proteins_20200803.aa.fasta,9300,Chlat1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab,Chlorokybus atmophyticus CCAC 0220,,"Wang S et al., 2020",,
100,Chloropicon_primus,1764295,chlorophyte,genome,JGI-Phycocosm,2019,Chlpri1_GeneCatalog_proteins_20200307.aa.fasta.gz,aa,8327,Chlpri1_GeneCatalog_proteins_20200307.aa.fasta,8327,Chlpri1_GeneCatalog_proteins_20200307.aa.PFAM34.0.domtblout.tab,Chloropicon primus CCMP1205,,"Lemieux C et al., 2019",,
101,Chondrus_crispus,2769,rhodophyte,genome,JGI-Phycocosm,2013,Chocri1_GeneCatalog_proteins_20180417.aa.fasta.gz,aa,9808,Chocri1_GeneCatalog_proteins_20180417.aa.fasta,9808,Chocri1_GeneCatalog_proteins_20180417.aa.PFAM34.0.domtblout.tab,Chondrus crispus Stackhouse,,"Collen J et al., 2013",,
102,Chromochloris_zofingiensis,31302,chlorophyte,genome,JGI-Phycocosm,2017,Chrzof1_GeneCatalog_proteins_20190731.aa.fasta.gz,aa,15274,Chrzof1_GeneCatalog_proteins_20190731.aa.fasta,15274,Chrzof1_GeneCatalog_proteins_20190731.aa.PFAM34.0.domtblout.tab,Chromochloris zofingiensis SAG 211-14,,"Roth MS et al., 2017",,
103,Chrysochromulina_parva,127563,haptophyte,genome,JGI-Phycocosm,2019,Chrpa1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,28185,Chrpa1_GeneCatalog_proteins_20200805.aa.fasta,28185,Chrpa1_GeneCatalog_proteins_20200805.PFAM34.0.domtblout.tab,Chrysochromulina parva Lackey,,"Hovde et al., 2019",,
104,Chrysochromulina_tobin,1460289,haptophyte,genome,JGI-Phycocosm,2015,Chrsp_1_GeneCatalog_proteins_20180813.aa.fasta.gz,aa,16770,Chrsp_1_GeneCatalog_proteins_20180813.aa.fasta,16770,Chrsp_1_GeneCatalog_proteins_20180813.PFAM34.0.domtblout.tab,Chrysochromulina tobin CCMP291,,"Hovde et al., 2015",,
105,Cladocopium_goreaui,2562237,dinoflagellate,genome,JGI-Phycocosm,2018,Clago1_GeneCatalog_proteins_20200812.aa.fasta.gz,aa,35913,Clago1_GeneCatalog_proteins_20200812.aa.fasta,35913,Clago1_GeneCatalog_proteins_20200812.PFAM34.0.domtblout.tab,Cladocopium goreaui SCF055-01,,"Liu H et al., 2018",,
106,Cladosiphon_okamuranus,309737,ochrophyte,genome,JGI-Phycocosm,2016,Claok1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,14750,Claok1_GeneCatalog_proteins_20200804.aa.fasta,14750,Claok1_GeneCatalog_proteins_20200804.PFAM34.0.domtblout.tab,Cladosiphon okamuranus S strain,,"Nishitsuji K et al., 2016",,
107,Coccomyxa_subellipsoidea,574566,chlorophyte,genome,JGI-Phycocosm,2012,Coccomyxa_C169_v2_filtered_proteins.fasta.gz,aa,9629,Coccomyxa_C169_v2_filtered_proteins.fasta,9629,Coccomyxa_C169_v2_filtered_proteins.PFAM34.0.domtblout.tab,Coccomyxa subellipsoidea C-169,,"Blanc G et al., 2012",,
108,Cryptophyta_sp_CCMP2293,697907,cryptophyte,genome,JGI-Phycocosm,2017,Crypto2293_1_GeneCatalog_proteins_20160903.aa.fasta.gz,aa,33051,Crypto2293_1_GeneCatalog_proteins_20160903.aa.fasta,33051,Crypto2293_1_GeneCatalog_proteins_20160903.PFAM34.0.domtblout.tab,Cryptophyceae sp. CCMP2293 v1.0,,hold-unpublished,,
109,Cyanidioschyzon_merolae,45157,rhodophyte,genome,JGI-Phycocosm,2019,CyamerSoos_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,4406,CyamerSoos_1_GeneCatalog_proteins_20200805.aa.fasta,4406,CyamerSoos_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Cyanidioschyzon merolae Soos,,"Rossoni AW et al., 2019",,
110,Cyanidioschyzon_merolae_10D,280699,rhodophyte,genome,JGI-Phycocosm,2007,Cyamer1_GeneCatalog_proteins_20180616.aa.fasta.gz,aa,4803,Cyamer1_GeneCatalog_proteins_20180616.aa.fasta,4803,Cyamer1_GeneCatalog_proteins_20180616.aa.PFAM34.0.domtblout.tab,Cyanidioschyzon merolae strain 10D,,"Nozaki H et al., 2007",,
111,Cyanophora_paradoxa,2762,glaucophyte,genome,JGI-Phycocosm,2019,Cyapar1_GeneCatalog_proteins_20200807.aa.fasta.gz,aa,25518,Cyapar1_GeneCatalog_proteins_20200807.aa.fasta,25518,Cyapar1_GeneCatalog_proteins_20200807.PFAM34.0.domtblout.tab,Cyanophora paradoxa CCMP329,,"Price DC et al., 2019",,
112,Cyclotella_cryptica,29204,diatom,genome,JGI-Phycocosm,2016,Cyccr1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,21121,Cyccr1_GeneCatalog_proteins_20200805.aa.fasta,21121,Cyccr1_GeneCatalog_proteins_20200805.PFAM34.0.domtblout.tab,Cyclotella cryptica CCMP322,,"Traller JC et al., 2016",,
113,Dunaliella_salina,3046,chlorophyte,genome,JGI-Phycocosm,2017,Dunsal1_1_GeneCatalog_proteins_20200511.aa.fasta.gz,aa,18801,Dunsal1_1_GeneCatalog_proteins_20200511.aa.fasta,18801,Dunsal1_1_GeneCatalog_proteins_20200511.aa.PFAM34.0.domtblout.tab,Dunaliella salina CCAP19/18,,"Polle JEW et al., 2017",,
114,Ectocarpus_siliculosus,2880,ochrophyte,genome,JGI-Phycocosm,2010,Ectsil1_GeneCatalog_proteins_20171109.aa.fasta.gz,aa,16271,Ectsil1_GeneCatalog_proteins_20171109.aa.fasta,16271,Ectsil1_GeneCatalog_proteins_20171109.aa.PFAM34.0.domtblout.tab,Ectocarpus siliculosus Ec 32,,"Cock JM et al., 2010",,
115,Edaphochlamys_debaryana,47281,chlorophyte,genome,JGI-Phycocosm,2021,Edade1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,20450,Edade1_GeneCatalog_proteins_20200805.aa.fasta,20450,Edade1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Edaphochlamys debaryana CCAP 11/70,,"Craig RJ et al., 2021",,
116,Emiliania_huxleyi_CCMP1516,280463,haptophyte,genome,JGI-Phycocosm,2013,Emihu1_best_proteins.fasta.gz,aa,39125,Emihu1_best_proteins.fasta,39125,Emihu1_best_proteins.PFAM34.0.domtblout.tab,Emiliania huxleyi CCMP1516 v1.0,,"Read BA et al., 2013",,
117,Enallax_costatus,113528,chlorophyte,genome,JGI-Phycocosm,2018,Enacos1_GeneCatalog_proteins_20200927.aa.fasta.gz,aa,19918,Enacos1_GeneCatalog_proteins_20200927.aa.fasta,19918,Enacos1_GeneCatalog_proteins_20200927.aa.PFAM34.0.domtblout.tab,Enallax costatus CCAP 276/31 v1.0,,"Cardon et al., 2018",,
118,Fistulifera_solaris,1519565,diatom,genome,JGI-Phycocosm,2015,Fisso1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,20413,Fisso1_GeneCatalog_proteins_20200805.aa.fasta,20413,Fisso1_GeneCatalog_proteins_20200805.PFAM34.0.domtblout.tab,Fistulifera solaris JPCC DA0580,,"Tanaka T et al., 2015",,
119,Flechtneria_rotunda,269715,chlorophyte,genome,JGI-Phycocosm,2018,Flerot1_GeneCatalog_proteins_20200927.aa.fasta.gz,aa,16799,Flerot1_GeneCatalog_proteins_20200927.aa.fasta,16799,Flerot1_GeneCatalog_proteins_20200927.aa.PFAM34.0.domtblout.tab,Flechtneria rotunda SEV3-VF49 v1.0,,"Cardon et al., 2018",,
120,Fragilariopsis_cylindrus_CCMP1102,635003,diatom,genome,JGI-Phycocosm,2017,Fracy1_GeneModels_FilteredModels3_aa.fasta.gz,aa,21066,Fracy1_GeneModels_FilteredModels3_aa.fasta,21066,Fracy1_GeneModels_FilteredModels3_aa.PFAM34.0.domtblout.tab,Fragilariopsis cylindrus CCMP 1102,,"Mock T et al., 2017",,
121,Fugacium_kawagutii,2697096,dinoflagellate,genome,JGI-Phycocosm,2015,Fugka2468_1_ExternalModels_proteins_20200813.aa.fasta.gz,aa,26609,Fugka2468_1_ExternalModels_proteins_20200813.aa.fasta,26609,Fugka2468_1_ExternalModels_proteins_20200813.PFAM34.0.domtblout.tab,Fugacium kawagutii CCMP2468,,"Lin S et al., 2015",,
122,Galdieria_phelgrea,1389228,rhodophyte,genome,JGI-Phycocosm,2019,Galph1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,6125,Galph1_GeneCatalog_proteins_20200805.aa.fasta,6125,Galph1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Galdieria phelgrea Soos,,"Rossoni AW et al., 2019",,
123,Galdieria_sulphuraria,130081,rhodophyte,genome,JGI-Phycocosm,2019,Gsu002_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,5912,Gsu002_1_GeneCatalog_proteins_20200805.aa.fasta,5912,Gsu002_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Galdieria sulphuraria 002,,"Rossoni AW et al., 2019",,
124,Giardia_lamblia_ATCC50803,184922,other,genome,JGI-Phycocosm,2007,Giaint1_GeneCatalog_proteins_20191115.aa.fasta.gz,aa,6502,Giaint1_GeneCatalog_proteins_20191115.aa.fasta,6502,Giaint1_GeneCatalog_proteins_20191115.PFAM34.0.domtblout.tab,Giardia intestinalis ATCC 50803,,"Morrison HG et al., 2007",,
125,Gonium_pectorale,33097,chlorophyte,genome,JGI-Phycocosm,2016,Gonpec1_GeneCatalog_proteins_20180501.aa.fasta.gz,aa,16290,Gonpec1_GeneCatalog_proteins_20180501.aa.fasta,16290,Gonpec1_GeneCatalog_proteins_20180501.aa.PFAM34.0.domtblout.tab,Gonium pectorale NIES-2863,,"Hanschen ER et al., 2016",,
126,Gracilariopsis_chorda,448386,rhodophyte,genome,JGI-Phycocosm,2018,Graco1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,10806,Graco1_GeneCatalog_proteins_20200803.aa.fasta,10806,Graco1_GeneCatalog_proteins_20200803.PFAM34.0.domtblout.tab,Gracilariopsis chorda isolate SKKU-2015,,"Lee J et al., 2018",,
127,Guillardia_theta_CCMP2712,905079,cryptophyte,genome,JGI-Phycocosm,2012,Guith1_GeneCatalog_proteins_20101209.aa.fasta.gz,aa,24840,Guith1_GeneCatalog_proteins_20101209.aa.fasta,24840,Guith1_GeneCatalog_proteins_20101209.PFAM34.0.domtblout.tab,Guillardia theta CCMP2712,,"Curtis BA et al., 2012",,
128,Hyaloperonospora_arabidopsidis_Emoy2,559515,stramenopile,genome,JGI-Phycocosm,2010,Hyaar1_GeneCatalog_proteins_20210111.aa.fasta.gz,aa,9138,Hyaar1_GeneCatalog_proteins_20210111.aa.fasta,9138,Hyaar1_GeneCatalog_proteins_20210111.PFAM34.0.domtblout.tab,Hyaloperonospora arabidopsidis Emoy2 v2.0,,"Baxter L et al., 2010",,
129,Klebsormidium_nitens,105231,Viridiplantae,genome,JGI-Phycocosm,2014,Klenit1_GeneCatalog_proteins_20200807.aa.fasta.gz,aa,16132,Klenit1_GeneCatalog_proteins_20200807.aa.fasta,16132,Klenit1_GeneCatalog_proteins_20200807.aa.PFAM34.0.domtblout.tab,Klebsormidium nitens NIES-2285,,"Hori K et al., 2014",,
130,Mesostigma_viride,41882,Viridiplantae,genome,JGI-Phycocosm,2020,Mesovir1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,9300,Mesovir1_GeneCatalog_proteins_20200803.aa.fasta,9300,Mesovir1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab,Mesostigma viride CCAC 1140,,"Wang S et al., 2020",,
131,Mesotaenium_endlicherianum,184485,Viridiplantae,genome,JGI-Phycocosm,2019,Mesen1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,11080,Mesen1_GeneCatalog_proteins_20200803.aa.fasta,11080,Mesen1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab,Mesotaenium endlicherianum SAG 12.97,,"Cheng S et al., 2019",,
132,Micractinium_conductrix,554055,chlorophyte,genome,JGI-Phycocosm,2018,Micco1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,10070,Micco1_GeneCatalog_proteins_20200804.aa.fasta,10070,Micco1_GeneCatalog_proteins_20200804.aa.PFAM34.0.domtblout.tab,Micractinium conductrix SAG 241.80,,"Arriola MB et al., 2018",,
133,Micromonas_commoda,296587,chlorophyte,genome,JGI-Phycocosm,2009,MicpuN3v2_GeneCatalog_proteins_20160404.aa.fasta.gz,aa,10307,MicpuN3v2_GeneCatalog_proteins_20160404.aa.fasta,10307,MicpuN3v2_GeneCatalog_proteins_20160404.aa.PFAM34.0.domtblout.tab,Micromonas commoda NOUM17 (RCC 299),,"Worden AZ et al., 2009",,
134,Micromonas_pusilla_CCMP1545,564608,chlorophyte,genome,JGI-Phycocosm,2009,MicpuC3v2_GeneCatalog_proteins_20160125.aa.fasta.gz,aa,9895,MicpuC3v2_GeneCatalog_proteins_20160125.aa.fasta,9895,MicpuC3v2_GeneCatalog_proteins_20160125.aa.PFAM34.0.domtblout.tab,Micromonas pusilla CCMP1545,,"Worden AZ et al., 2009",,
135,Minidiscus_variabilis,659878,diatom,genome,JGI-Phycocosm,2020,Mintr2_GeneCatalog_proteins_20160618.aa.fasta.gz,aa,25179,Mintr2_GeneCatalog_proteins_20160618.aa.fasta,25179,Mintr2_GeneCatalog_proteins_20160618.PFAM34.0.domtblout.tab,Minidiscus variabilis CCMP495 v1.0,,hold-unpublished,,
136,Monoraphidium_neglectum,145388,chlorophyte,genome,JGI-Phycocosm,2013,Monneg1_GeneCatalog_proteins_20170920.aa.fasta.gz,aa,16755,Monneg1_GeneCatalog_proteins_20170920.aa.fasta,16755,Monneg1_GeneCatalog_proteins_20170920.aa.PFAM34.0.domtblout.tab,Monoraphidium neglectum SAG 48.87,,"Bogen C et al., 2013",,
