ref_id,tax_id,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file
484,71861,MMETSP0271.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,143259,MMETSP0271.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,143259,MMETSP0271.pep.PFAM34.0.domtblout.tab
485,71861,MMETSP0272.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,138157,MMETSP0272.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,138157,MMETSP0272.pep.PFAM34.0.domtblout.tab
486,72548,MMETSP0286.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32425,MMETSP0286.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32425,MMETSP0286.pep.PFAM34.0.domtblout.tab
487,72548,MMETSP0143.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,97753,MMETSP0143.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,97753,MMETSP0143.pep.PFAM34.0.domtblout.tab
488,72548,MMETSP0145.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60131,MMETSP0145.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,60131,MMETSP0145.pep.PFAM34.0.domtblout.tab
489,72548,MMETSP0146.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,70332,MMETSP0146.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,70332,MMETSP0146.pep.PFAM34.0.domtblout.tab
490,72548,MMETSP0147.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,68044,MMETSP0147.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,68044,MMETSP0147.pep.PFAM34.0.domtblout.tab
491,73025,MMETSP0039.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,81497,MMETSP0039.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,81497,MMETSP0039.pep.PFAM34.0.domtblout.tab
492,1867818,MMETSP0809.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32299,MMETSP0809.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32299,MMETSP0809.pep.PFAM34.0.domtblout.tab
493,1867818,MMETSP0810.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40235,MMETSP0810.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,40235,MMETSP0810.pep.PFAM34.0.domtblout.tab
494,1867818,MMETSP0811.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,46464,MMETSP0811.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,46464,MMETSP0811.pep.PFAM34.0.domtblout.tab
495,73915,MMETSP0796.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,144894,MMETSP0796.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,144894,MMETSP0796.pep.PFAM34.0.domtblout.tab
496,77922,MMETSP1086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16274,MMETSP1086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16274,MMETSP1086.pep.PFAM34.0.domtblout.tab
497,77926,MMETSP1357.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49896,MMETSP1357.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49896,MMETSP1357.pep.PFAM34.0.domtblout.tab
498,77927,MMETSP1356.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33505,MMETSP1356.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33505,MMETSP1356.pep.PFAM34.0.domtblout.tab
499,77928,MMETSP1049.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41238,MMETSP1049.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41238,MMETSP1049.pep.PFAM34.0.domtblout.tab
500,2618734,MMETSP0105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37051,MMETSP0105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37051,MMETSP0105.pep.PFAM34.0.domtblout.tab
501,2618734,MMETSP0106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38133,MMETSP0106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38133,MMETSP0106.pep.PFAM34.0.domtblout.tab
502,81844,MMETSP1106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34278,MMETSP1106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34278,MMETSP1106.pep.PFAM34.0.domtblout.tab
503,83371,MMETSP1058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31435,MMETSP1058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31435,MMETSP1058.pep.PFAM34.0.domtblout.tab
504,717989,MMETSP0958.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18547,MMETSP0958.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18547,MMETSP0958.pep.PFAM34.0.domtblout.tab
505,717989,MMETSP0959.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18996,MMETSP0959.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18996,MMETSP0959.pep.PFAM34.0.domtblout.tab
506,717989,MMETSP0960.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18108,MMETSP0960.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18108,MMETSP0960.pep.PFAM34.0.domtblout.tab
507,717989,MMETSP0961.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18450,MMETSP0961.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18450,MMETSP0961.pep.PFAM34.0.domtblout.tab
508,88271,MMETSP1159.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14186,MMETSP1159.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,14186,MMETSP1159.pep.PFAM34.0.domtblout.tab
509,88271,MMETSP0807.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25647,MMETSP0807.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25647,MMETSP0807.pep.PFAM34.0.domtblout.tab
510,88552,MMETSP0795.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25502,MMETSP0795.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25502,MMETSP0795.pep.PFAM34.0.domtblout.tab
511,89044,MMETSP1098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49133,MMETSP1098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49133,MMETSP1098.pep.PFAM34.0.domtblout.tab
512,89957,MMETSP0227.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,78466,MMETSP0227.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,78466,MMETSP0227.pep.PFAM34.0.domtblout.tab
513,89957,MMETSP1440.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54373,MMETSP1440.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,54373,MMETSP1440.pep.PFAM34.0.domtblout.tab
514,89963,MMETSP0503.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,83530,MMETSP0503.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,83530,MMETSP0503.pep.PFAM34.0.domtblout.tab
515,91324,MMETSP0041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35356,MMETSP0041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35356,MMETSP0041.pep.PFAM34.0.domtblout.tab
516,91324,MMETSP0111.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32383,MMETSP0111.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32383,MMETSP0111.pep.PFAM34.0.domtblout.tab
517,91324,MMETSP0112.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18986,MMETSP0112.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18986,MMETSP0112.pep.PFAM34.0.domtblout.tab
518,552664,MMETSP0113.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23741,MMETSP0113.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23741,MMETSP0113.pep.PFAM34.0.domtblout.tab
519,1606585,MMETSP1320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24455,MMETSP1320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24455,MMETSP1320.pep.PFAM34.0.domtblout.tab
520,1411661,MMETSP1321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26354,MMETSP1321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26354,MMETSP1321.pep.PFAM34.0.domtblout.tab
521,91992,MMETSP0785.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23355,MMETSP0785.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23355,MMETSP0785.pep.PFAM34.0.domtblout.tab
522,94617,MMETSP1339.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16937,MMETSP1339.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16937,MMETSP1339.pep.PFAM34.0.domtblout.tab
523,1973054,MMETSP0168.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37165,MMETSP0168.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37165,MMETSP0168.pep.PFAM34.0.domtblout.tab
524,1487602,MMETSP0166.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22573,MMETSP0166.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22573,MMETSP0166.pep.PFAM34.0.domtblout.tab
525,96639,MMETSP0098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35445,MMETSP0098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35445,MMETSP0098.pep.PFAM34.0.domtblout.tab
526,96639,MMETSP0099.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15028,MMETSP0099.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15028,MMETSP0099.pep.PFAM34.0.domtblout.tab
527,96639,MMETSP0100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18350,MMETSP0100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18350,MMETSP0100.pep.PFAM34.0.domtblout.tab
528,96639,MMETSP1433.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27100,MMETSP1433.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27100,MMETSP1433.pep.PFAM34.0.domtblout.tab
529,96789,MMETSP1095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20826,MMETSP1095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20826,MMETSP1095.pep.PFAM34.0.domtblout.tab
530,97485,MMETSP0008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,48161,MMETSP0008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,48161,MMETSP0008.pep.PFAM34.0.domtblout.tab
531,97485,MMETSP0006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42659,MMETSP0006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42659,MMETSP0006.pep.PFAM34.0.domtblout.tab
532,97485,MMETSP0007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17585,MMETSP0007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17585,MMETSP0007.pep.PFAM34.0.domtblout.tab
533,97485,MMETSP0814.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27070,MMETSP0814.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27070,MMETSP0814.pep.PFAM34.0.domtblout.tab
534,97485,MMETSP0815.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,47716,MMETSP0815.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,47716,MMETSP0815.pep.PFAM34.0.domtblout.tab
535,97485,MMETSP1083.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41713,MMETSP1083.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41713,MMETSP1083.pep.PFAM34.0.domtblout.tab
536,2703868,MMETSP1474.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34763,MMETSP1474.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34763,MMETSP1474.pep.PFAM34.0.domtblout.tab
537,1955563,MMETSP0019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28227,MMETSP0019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28227,MMETSP0019.pep.PFAM34.0.domtblout.tab
538,1955563,MMETSP0020.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28307,MMETSP0020.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28307,MMETSP0020.pep.PFAM34.0.domtblout.tab
539,1955563,MMETSP0812.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25317,MMETSP0812.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25317,MMETSP0812.pep.PFAM34.0.domtblout.tab
540,100272,MMETSP1475.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15731,MMETSP1475.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15731,MMETSP1475.pep.PFAM34.0.domtblout.tab
541,101924,MMETSP0011.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,81768,MMETSP0011.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,81768,MMETSP0011.pep.PFAM34.0.domtblout.tab
542,101924,MMETSP0315.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19171,MMETSP0315.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19171,MMETSP0315.pep.PFAM34.0.domtblout.tab
543,104179,MMETSP0132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,9350,MMETSP0132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,9350,MMETSP0132.pep.PFAM34.0.domtblout.tab
544,109239,MMETSP0661.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,171844,MMETSP0661.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,171844,MMETSP0661.pep.PFAM34.0.domtblout.tab
545,109269,MMETSP0945.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17693,MMETSP0945.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17693,MMETSP0945.pep.PFAM34.0.domtblout.tab
546,109269,MMETSP0946.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16299,MMETSP0946.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16299,MMETSP0946.pep.PFAM34.0.domtblout.tab
547,464228,MMETSP1329.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35811,MMETSP1329.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35811,MMETSP1329.pep.PFAM34.0.domtblout.tab
548,118079,MMETSP1465.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16787,MMETSP1465.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16787,MMETSP1465.pep.PFAM34.0.domtblout.tab
549,119497,MMETSP1464.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32567,MMETSP1464.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32567,MMETSP1464.pep.PFAM34.0.domtblout.tab
550,122233,MMETSP0149.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22978,MMETSP0149.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22978,MMETSP0149.pep.PFAM34.0.domtblout.tab
551,122233,MMETSP0150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25586,MMETSP0150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25586,MMETSP0150.pep.PFAM34.0.domtblout.tab
552,124430,MMETSP1163.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,52456,MMETSP1163.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,52456,MMETSP1163.pep.PFAM34.0.domtblout.tab
553,126664,MMETSP0191.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,80508,MMETSP0191.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,80508,MMETSP0191.pep.PFAM34.0.domtblout.tab
554,127549,MMETSP1334.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45163,MMETSP1334.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,45163,MMETSP1334.pep.PFAM34.0.domtblout.tab
555,133427,MMETSP0228.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,113452,MMETSP0228.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,113452,MMETSP0228.pep.PFAM34.0.domtblout.tab
556,1980070,MMETSP0086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22320,MMETSP0086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22320,MMETSP0086.pep.PFAM34.0.domtblout.tab
557,1980070,MMETSP0087.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,46325,MMETSP0087.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,46325,MMETSP0087.pep.PFAM34.0.domtblout.tab
558,136452,MMETSP0413.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27864,MMETSP0413.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27864,MMETSP0413.pep.PFAM34.0.domtblout.tab
559,141414,MMETSP0126.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,61979,MMETSP0126.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,61979,MMETSP0126.pep.PFAM34.0.domtblout.tab
560,143672,MMETSP0223.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,737,MMETSP0223.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,737,MMETSP0223.pep.PFAM34.0.domtblout.tab
561,151035,MMETSP0213.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28692,MMETSP0213.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28692,MMETSP0213.pep.PFAM34.0.domtblout.tab
562,156128,MMETSP0034.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,82008,MMETSP0034.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,82008,MMETSP0034.pep.PFAM34.0.domtblout.tab
563,156131,MMETSP0941.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19172,MMETSP0941.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19172,MMETSP0941.pep.PFAM34.0.domtblout.tab
564,156133,MMETSP0806.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23482,MMETSP0806.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23482,MMETSP0806.pep.PFAM34.0.domtblout.tab
565,156173,MMETSP1094.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,68042,MMETSP1094.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,68042,MMETSP1094.pep.PFAM34.0.domtblout.tab
566,156174,MMETSP1096.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,57407,MMETSP1096.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,57407,MMETSP1096.pep.PFAM34.0.domtblout.tab
567,156230,MMETSP0201.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,137818,MMETSP0201.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,137818,MMETSP0201.pep.PFAM34.0.domtblout.tab
568,156230,MMETSP0202.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,103034,MMETSP0202.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,103034,MMETSP0202.pep.PFAM34.0.domtblout.tab
569,156230,MMETSP0573.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,135346,MMETSP0573.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,135346,MMETSP0573.pep.PFAM34.0.domtblout.tab
570,156230,MMETSP0574.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,141238,MMETSP0574.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,141238,MMETSP0574.pep.PFAM34.0.domtblout.tab
571,156230,MMETSP0027.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,137290,MMETSP0027.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,137290,MMETSP0027.pep.PFAM34.0.domtblout.tab
572,156230,MMETSP0029.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,136071,MMETSP0029.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,136071,MMETSP0029.pep.PFAM34.0.domtblout.tab
573,156230,MMETSP0030.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,138403,MMETSP0030.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,138403,MMETSP0030.pep.PFAM34.0.domtblout.tab
574,156230,MMETSP0031.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,126524,MMETSP0031.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,126524,MMETSP0031.pep.PFAM34.0.domtblout.tab
575,156230,MMETSP0527.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,126602,MMETSP0527.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,126602,MMETSP0527.pep.PFAM34.0.domtblout.tab
576,156230,MMETSP0528.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,127830,MMETSP0528.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,127830,MMETSP0528.pep.PFAM34.0.domtblout.tab
577,156230,MMETSP0648.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,125681,MMETSP0648.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,125681,MMETSP0648.pep.PFAM34.0.domtblout.tab
578,156230,MMETSP0649.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,130179,MMETSP0649.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,130179,MMETSP0649.pep.PFAM34.0.domtblout.tab
579,637379,MMETSP0970.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36517,MMETSP0970.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36517,MMETSP0970.pep.PFAM34.0.domtblout.tab
580,637379,MMETSP0971.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40162,MMETSP0971.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,40162,MMETSP0971.pep.PFAM34.0.domtblout.tab
581,637379,MMETSP0972.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36878,MMETSP0972.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36878,MMETSP0972.pep.PFAM34.0.domtblout.tab
582,637379,MMETSP0973.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38196,MMETSP0973.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38196,MMETSP0973.pep.PFAM34.0.domtblout.tab
583,160604,MMETSP0689.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,69334,MMETSP0689.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,69334,MMETSP0689.pep.PFAM34.0.domtblout.tab
584,160619,MMETSP0118.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,131650,MMETSP0118.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,131650,MMETSP0118.pep.PFAM34.0.domtblout.tab
585,160619,MMETSP0119.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,118281,MMETSP0119.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,118281,MMETSP0119.pep.PFAM34.0.domtblout.tab
586,160619,MMETSP0120.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,133449,MMETSP0120.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,133449,MMETSP0120.pep.PFAM34.0.domtblout.tab
587,160619,MMETSP0121.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41456,MMETSP0121.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41456,MMETSP0121.pep.PFAM34.0.domtblout.tab
588,160621,MMETSP1032.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,139994,MMETSP1032.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,139994,MMETSP1032.pep.PFAM34.0.domtblout.tab
589,160621,MMETSP1033.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,138407,MMETSP1033.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,138407,MMETSP1033.pep.PFAM34.0.domtblout.tab
590,160621,MMETSP1034.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,135009,MMETSP1034.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,135009,MMETSP1034.pep.PFAM34.0.domtblout.tab
591,160621,MMETSP1035.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,141353,MMETSP1035.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,141353,MMETSP1035.pep.PFAM34.0.domtblout.tab
592,382364,MMETSP1362.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24095,MMETSP1362.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24095,MMETSP1362.pep.PFAM34.0.domtblout.tab
593,163516,MMETSP0321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28045,MMETSP0321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28045,MMETSP0321.pep.PFAM34.0.domtblout.tab
594,163516,MMETSP0322.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19005,MMETSP0322.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19005,MMETSP0322.pep.PFAM34.0.domtblout.tab
595,1561963,MMETSP0042.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29252,MMETSP0042.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29252,MMETSP0042.pep.PFAM34.0.domtblout.tab
596,172671,MMETSP1160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27467,MMETSP1160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27467,MMETSP1160.pep.PFAM34.0.domtblout.tab
597,172717,MMETSP1319.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27889,MMETSP1319.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27889,MMETSP1319.pep.PFAM34.0.domtblout.tab
598,174948,MMETSP1110.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,127379,MMETSP1110.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,127379,MMETSP1110.pep.PFAM34.0.domtblout.tab
599,180227,MMETSP0161.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33812,MMETSP0161.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33812,MMETSP0161.pep.PFAM34.0.domtblout.tab
600,181622,MMETSP0463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,11294,MMETSP0463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,11294,MMETSP0463.pep.PFAM34.0.domtblout.tab
601,182087,MMETSP0123.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20335,MMETSP0123.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20335,MMETSP0123.pep.PFAM34.0.domtblout.tab
602,183588,MMETSP0850.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26837,MMETSP0850.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26837,MMETSP0850.pep.PFAM34.0.domtblout.tab
